FishName,Fish Length (pixel),FishArea(pixel^2),SpineLength(pixel),SpineCurvature(degrees),MaximumAnteriorCurve(degrees),MaximumPosteriorCurve(degrees),AverageVertebraLength,StandardDeviationVertebraLength,AverageVertebraArea,StandardDeviationVertebraArea,AverageBMD,StandardDeviationBMD,AverageDiskHealth,StandardDeviationDiskHealth,Age Cohort,Group
I20200226171330.3.dcm,1763,1763,1030057,2140,0,0,58.325,4.985,1599.3,199.772,19.342,5.675,12.59593505,4.628210087,Very Young,5
I20200226171330.4.dcm,2837,2837,1047415,2143,12.06,0,63.039,2.469,1670.5,166.478,19.77,5.833,12.78750016,4.969130182,Very Young,5
I20200226171330.5.dcm,2338,2338,1052807,1913,0,0,52.115,3.961,1184.7,196.094,14.908,5.707,8.990595355,4.972455185,Very Young,5
I20200226171330.6.dcm,1913,1913,960595,1945,23.85,0,66.499,7.582,1585.9,156.952,17.299,6.421,10.34187673,5.380747464,Very Young,5
I20200226171330.8.dcm,1708,1708,1266736,2021,0,0,58.358,3.465,1464.9,179.34,17.272,5.678,10.88556389,4.787501382,Very Young,5
I20200226171515.1.dcm,2430,2430,970377,1945,19.53,0,50.364,6.917,1164.8,228.215,13.637,4.68,10.69168365,4.270929816,Old,Wild Type
I20200226171515.2.dcm,2024,2024,1185188,2061,0,0,54.432,5.669,1395.8,231.175,19.627,5.388,13.16529029,4.904087237,Old,Wild Type
I20200226171515.3.dcm,2337,2337,993480,2033,10.93,0,54.405,4.249,1366.5,120.466,15.571,5.411,9.435769909,4.404457058,Old,Wild Type
I20200226171515.4.dcm,1729,1729,916792,2048,0,0,61.151,23.086,1514,536.138,16.112,5.982,9.993133827,5.040783263,Old,Wild Type
I20200226171515.5.dcm,1938,1938,1211930,2053,18.19,0,52.052,3.939,1323.2,144.142,17.997,7.22,13.22357871,6.331304603,Old,Wild Type
I20200226171515.6.dcm,1896,1896,1366302,1919,0,16.09,55.686,2.933,1324.7,139.216,17.581,5.966,11.50778981,5.128560112,Old,Wild Type
I20200226171515.7.dcm,2315,2315,950165,2034,14.79,0,55.508,3.308,1380.6,169.414,17.871,6.04,10.98991998,5.437062877,Old,Wild Type
I20200226171741.1.dcm,2421,2421,961108,1977,18.69,0,48.888,3.209,1118.9,91.367,14.269,4.864,11.0085108,4.728713486,Very Young,5
I20200226171741.2.dcm,2554,2554,1034868,2032,17.41,0,55.723,4.692,1446.7,162.253,20.237,5.656,13.45178079,5.09388393,Very Young,5
I20200226171741.3.dcm,2347,2347,1092881,2048,12.53,0,55.438,4.135,1395.1,182.518,16.291,5.719,9.801095962,4.917119492,Very Young,5
I20200226171741.4.dcm,2491,2491,1049229,2058,22.32,0,58.46,3.507,1445.4,219.303,16.61,6.112,9.76485492,5.570694224,Very Young,5
I20200226171741.6.dcm,2271,2271,1123865,2113,19.58,0,57.726,3.74,1419.6,146.731,21.685,5.202,16.25086675,4.713449318,Very Young,5
I20200226171741.7.dcm,1996,1996,1019775,1972,0,0,56.847,4.469,1354.7,140.371,18.771,5.269,13.19917807,4.318894146,Very Young,5
I20200226171741.8.dcm,2705,2705,1040859,2176,4.4,8.68,61.521,4.46,1563,169.479,21.64,6.03,15.48835606,4.999702102,Very Young,5
I20200226172007.1.dcm,2174,2174,1002787,1947,13.92,0,50.703,4.443,1142.3,108.324,14.552,4.828,10.69777751,4.644381471,Young 2,Wild Type
I20200226172007.2.dcm,2554,2554,1580013,2301,0,12.91,58.362,4.059,1516.4,241.566,29.003,7.361,22.0296816,6.75349425,Young 2,Wild Type
I20200226172007.3.dcm,2428,2428,1391267,2082,6.07,0,54.309,3.969,1437,197.352,26.539,7.088,19.49133369,6.206528123,Young 2,Wild Type
I20200226172007.4.dcm,2470,2470,2075646,2516,13.01,0,60.767,5.014,1833.1,225.238,35.463,8.993,28.9718966,8.250576138,Young 2,Wild Type
I20200226172007.6.dcm,3130,3130,1999135,2556,17.05,0,60.946,5.879,1832.7,295.949,38.141,9.109,31.62994849,8.228555907,Young 2,Wild Type
I20200226172117.1.dcm,2154,2154,986245,1903,16.5,6.44,50.6,4.423,1172.4,221.633,13.78,4.742,10.11097759,4.354673163,Young 2,Wild Type
I20200226172117.2.dcm,3063,3063,1936182,2452,19.9,0,63.392,3.999,1930.2,232.484,35.868,8.59,29.97028669,7.707810714,Young 2,Wild Type
I20200226172117.3.dcm,2753,2753,1425558,2213,12.38,0,54.588,5.213,1631.4,215.293,29.037,7.875,20.7128652,6.126975594,Young 2,Wild Type
I20200226172117.4.dcm,2723,2723,1794680,2480,15.76,0,58.021,7.78,1817.6,198.965,32.655,12.482,26.33836474,10.86866586,Young 2,Wild Type
I20200226172117.5.dcm,2542,2542,1296550,2042,8.18,0,53.564,4.44,1599.8,226.161,27.809,6.177,20.46367306,5.806554468,Young 2,Wild Type
I20200226172901.1.dcm,2341,2341,951231,1972,16.29,0,50.157,3.73,1209.1,199.161,13.343,5.018,9.761766104,4.812087842,Very Young,Wild Type
I20200226172901.2.dcm,2268,2268,1247851,2083,0,11.27,55.012,2.946,1482.3,149.546,23.925,7.127,18.14119589,6.883764635,Very Young,Wild Type
I20200226172901.3.dcm,1229,1229,933180,1806,0,0,65.657,7.779,1149.3,131.879,13.857,6.36,9.822724301,5.672503686,Very Young,Wild Type
I20200226172901.4.dcm,1958,1958,1082247,2075,0,1.99,56.48,4.794,1528.7,216.986,20.261,6.391,14.00627453,5.433281562,Very Young,Wild Type
I20200226172901.5.dcm,1427,1427,849336,1695,0,0,55.163,7.87,1032.4,140.972,9.443,5.934,4.836489858,5.044205251,Very Young,Wild Type
I20200226173158.1.dcm,2313,2313,933563,2002,15.87,0,52.085,3.66,1268.9,134.131,11.738,5.264,7.854187499,5.073826085,Very Young,Wild Type
I20200226173158.2.dcm,2051,2051,911702,1853,20.54,18.9,44.738,3.044,977.7,121.737,11.269,6.833,6.667450644,6.256106282,Very Young,Wild Type
I20200226173158.3.dcm,1343,1343,840842,1574,0,0,48.769,3.648,914,93.177,6.895,15.545,0.925266509,15.56714099,Very Young,Wild Type
I20200226173158.4.dcm,1853,1853,908350,1696,19.99,13.37,42.979,13.542,905.3,287.453,9.773,4.509,3.711493845,4.250229969,Very Young,Wild Type
I20200226173158.5.dcm,1939,1939,1098086,1679,18.09,12.14,46.618,4.221,945.5,137.43,8.89,4.095,3.500038777,4.228954954,Very Young,Wild Type
I20200226173246.1.dcm,2331,2331,945471,1903,16.4,0,50.782,4.451,1160.4,192.546,13.259,5.232,9.480766845,4.857593463,Very Young,Wild Type
I20200226173246.2.dcm,2089,2089,1107619,1968,0,0,53.359,5.928,1215.3,228.243,14.943,6.286,9.325468782,5.771181439,Very Young,Wild Type
I20200226173246.5.dcm,2557,2557,1187395,2227,13.04,9.41,58.885,4.389,1485.7,194.969,22.007,6.389,15.40528747,5.738675808,Very Young,Wild Type
I20200226173345.1.dcm,2334,2334,946676,1922,20.01,0,50.791,4.621,1101.8,167.12,12.992,5.154,9.491204814,4.677455274,Very Young,Wild Type
I20200226173345.2.dcm,1806,1806,952080,1870,0,0,47.675,5.042,999.4,160.481,14.617,6.602,10.73885567,5.739199159,Very Young,Wild Type
I20200226173345.3.dcm,2065,2065,811689,1732,15.34,10.49,45.275,4.014,930.5,130.373,10.111,5.503,5.513868095,4.306222354,Very Young,Wild Type
I20200226173345.4.dcm,2557,2557,1305819,2115,21.36,0,55.539,4.461,1289.9,164.174,19.768,7.781,15.65852873,7.160784898,Very Young,Wild Type
I20200226173345.5.dcm,2021,2021,946277,1882,22.73,0,48.271,3.356,979.1,109.115,11.763,6.153,6.896779187,5.685001724,Very Young,Wild Type
I20200226173345.6.dcm,2026,2026,689659,1714,15.17,12.5,44.794,3.768,839.3,109.59,8.764,5.665,4.129528569,4.967100796,Very Young,Wild Type
I20200226173714.1.dcm,2316,2316,940855,1932,17.36,0,50.64,4.198,1091.1,161.895,11.435,5.208,7.661225493,4.686783653,Young 2,2
I20200226173714.2.dcm,2983,2983,1625213,2519,8.69,3.81,62.873,9.052,1772.7,298.225,34.971,9.975,32.31366482,12.8323182,Young 2,2
I20200226173714.3.dcm,2269,2269,1360022,1922,28.76,38.65,59.903,22.511,1494.2,316.403,29.543,4.397,21.09566146,3.907956469,Young 2,2
I20200226173905.1.dcm,2315,2315,938625,1934,17.91,0,50.41,3.545,1113.3,128.164,13.183,4.772,9.684505198,4.83265963,Old,Wild Type
I20200226173905.2.dcm,3209,3209,1635405,2739,17.87,14.47,78.439,6.894,2676.4,405.043,38.201,4.311,32.11510421,6.477282281,Old,Wild Type
I20200226173905.3.dcm,2921,2921,1639113,2386,15.3,0,74.29,8.169,2095.9,218.092,32.831,7.001,23.48835033,7.751940271,Old,Wild Type
I20200226173946.1.dcm,2320,2320,940496,1957,18.38,0,51.578,4.216,1178.1,110.689,13.14,4.832,9.366261278,4.79547251,Old,Wild Type
I20200226173946.2.dcm,2966,2966,1417333,2417,28.66,21.89,69.634,6.084,2055.4,193.07,31.799,4.903,30.53406069,8.495537184,Old,Wild Type
I20200226173946.3.dcm,2514,2514,1520690,2330,0,0,69.686,9.201,1730.2,101.218,28.09,6.575,19.89875255,8.38597779,Old,Wild Type
I20200226173946.4.dcm,2275,2275,2099125,2613,23.76,14.61,77.24,9.822,3016.6,544.469,39.335,8.537,31.81379982,8.84715194,Old,Wild Type
I20200226174430.1.dcm,2298,2298,926199,1883,17.28,0,51.697,6.466,1160.4,151.42,13.003,5.164,9.4024288,4.811859699,Old,Wild Type
I20200226174430.2.dcm,2518,2518,1325374,2313,0,0,70.533,13.63,1945.4,342.197,26.761,5.739,24.03320224,8.052281762,Old,Wild Type
I20200226174716.1.dcm,2288,2288,915213,1948,17.73,0,51.418,3.931,1230.4,149.803,11.437,4.959,7.756356732,4.751936583,Old,Wild Type
I20200226180258.1.dcm,2121,2121,905029,1931,16.41,0,53.902,4.052,1122.3,117.958,10.326,4.542,5.679294701,4.058507844,Young 1,5
I20200226180258.2.dcm,2118,2118,1442577,2166,0,0,58.609,4.116,1622.3,168.006,24.29,6.766,17.45576136,6.172937729,Young 1,5
I20200226180258.4.dcm,1651,1651,895872,1969,0,0,56.155,5.197,1487.6,276.427,22.34,6.471,13.74639029,6.139006251,Young 1,5
I20200226180336.3.dcm,2889,2889,1311192,2319,7.9,9.06,62.049,5.151,1700,192.034,25.021,5.883,17.5544859,5.785138245,Young 1,5
I20200226180336.4.dcm,2338,2338,1123199,1996,24.81,0,56.188,4.168,1303.7,185.405,18.821,6.029,12.12355619,6.522127565,Young 1,5
I20200226180336.5.dcm,2281,2281,1379615,2144,0,0,58.015,4.389,1545.7,217.961,24.575,7.006,18.37538037,6.517334534,Young 1,5
I20200226180336.6.dcm,2776,2776,1428995,2271,13.12,0,63.214,7.537,1874.9,312.535,24.969,6.771,18.27913033,5.520128192,Young 1,5
I20200226180859.1.dcm,2037,2037,897171,1971,16.78,6.17,53.651,3.464,1115.5,150.778,9.122,5.069,4.034333875,4.772457323,Young 2,6
I20200226180859.2.dcm,2250,2250,1472731,2204,16.39,11.2,54.486,2.527,1514.2,133.053,32.11,8.561,27.38392771,8.24564533,Young 2,6
I20200226180859.4.dcm,2257,2257,1489260,2275,25.3,0,71.472,9.369,1804.9,293.828,32.227,8.534,26.64790691,7.11653357,Young 2,6
I20200226180947.1.dcm,2046,2046,901233,1951,17.66,0,52.053,3.862,1062.3,177.795,9.797,4.903,5.889218607,3.985952228,Young 2,6
I20200226180947.2.dcm,1934,1934,1780395,2160,0,0,75.181,10.992,1470.7,273.293,32.817,7.253,29.09912528,6.716001134,Young 2,6
I20200226181027.1.dcm,2045,2045,900490,1951,18.56,0,52.337,3.598,1140.1,164.864,10.024,4.539,5.531186526,4.163751515,Young 2,6
I20200226181027.2.dcm,2017,2017,1455120,2104,0,0,54.799,3.694,1669.3,278.848,26.534,6.895,22.20939355,7.214983689,Young 2,6
I20200226181027.3.dcm,1852,1852,1312151,1910,0,0,64.927,7.701,1452.3,162.333,25.932,6.188,18.71913559,6.420458272,Young 2,6
I20200226181027.5.dcm,2357,2357,1338645,2044,0,0,56.787,5.718,1409.5,225.357,25.368,6.979,20.80520083,6.318722368,Young 2,6
I20200226181102.1.dcm,2036,2036,897184,1932,15.39,7.17,52.756,3.649,1155.1,147.888,9.115,4.935,4.595431334,4.546420457,Young 2,6
I20200226181102.2.dcm,2696,2696,1273865,2163,11.12,0,57.491,3.442,1470.3,156.55,27.644,6.636,21.01590246,6.847008453,Young 2,6
I20200226181102.3.dcm,2677,2677,1314067,2083,15.63,0,57.981,5.321,1640.6,223.846,28.422,6.813,22.15786014,6.035617521,Young 2,6
I20200226181102.4.dcm,1670,1670,1230500,1864,26.78,0,67.035,9.612,1268.3,139.639,21.583,7.469,15.09511958,6.293593721,Young 2,6
I20200226181813.1.dcm,1898,1898,898323,1934,14.51,4.33,54.622,3.456,1197.2,118.279,8.512,4.872,3.300070264,4.418470467,Old,Wild Type
I20200226181813.3.dcm,2468,2468,1125006,2073,37.24,0,69.409,11.266,1536.3,299.917,17.936,6.363,10.8640559,5.670660612,Old,Wild Type
I20200226181813.4.dcm,2019,2019,1144702,2098,33.91,0,82.236,14.113,1928.9,378.943,24.853,4.726,16.59022693,4.9507798,Old,Wild Type
I20200226181813.5.dcm,2800,2800,1462422,2359,24.7,0,74.836,24.026,1983.444,717.87,24.724,7.866,18.49013064,7.488789432,Old,Wild Type
I20200226181813.6.dcm,2450,2450,1238296,2151,25.26,22.51,68.055,10.11,1743.8,221.608,24.461,6.266,15.51361444,7.139486257,Old,Wild Type
I20200226181850.1.dcm,1905,1905,901287,1952,13.53,0,54.13,3.054,1210.5,96.354,8.8,4.779,3.602691801,4.521869943,Old,Wild Type
I20200226181850.3.dcm,1077,1077,336564,2202,12.64,0,60.622,4.332,1618.8,156.585,16.439,5.821,7.029207302,5.758309926,Old,Wild Type
I20200226181850.4.dcm,2909,2909,1485536,2390,14.49,0,79.446,32.122,2511.444,1105.527,36.253,6.6,25.4979465,7.092642284,Old,Wild Type
I20200226182127.1.dcm,1882,1882,892726,1907,17.28,4.62,56.129,1.687,1267,94.942,8.584,4.973,2.715666026,4.545359137,Old,Wild Type
I20200226182127.2.dcm,2214,2214,1513792,2230,21.72,0,75.812,6.623,1760,258.492,25.081,6.066,15.91855386,7.124832643,Old,Wild Type
I20200226182127.3.dcm,1890,1890,1298526,2035,23.14,0,67.961,10.44,1313.6,213.694,22.807,6.237,17.42415355,6.147963148,Old,Wild Type
I20200226182127.4.dcm,2392,2392,1353584,2313,0,0,63.695,4.671,1738.1,218.197,29.883,6.972,21.52666202,6.419481581,Old,Wild Type
I20200226182525.1.dcm,1523,1523,880440,1868,0,0,54.752,3.239,1193.9,122.499,7.962,4.842,2.343965194,4.676643702,Old,Wild Type
I20200226182525.6.dcm,2925,2925,1739165,2379,23.48,0,79.697,13.615,2229.3,334.007,36.45,6.908,29.50245266,7.049933152,Old,Wild Type
I20200226182525.7.dcm,2510,2510,1471697,2201,26.29,12,62.609,10.994,1688.3,254.216,26.137,8.406,15.52373407,8.362719509,Old,Wild Type
I20200226182959.1.dcm,1497,1497,879940,1867,0,0,54.398,3.218,1230.3,164.451,7.866,5.112,2.456011648,4.473168648,Old,Wild Type
I20200226182959.3.dcm,2924,2924,2125503,2747,0,0,68.294,6.373,2453.5,351.438,45.886,8.765,40.53731914,8.412120576,Old,Wild Type
I20200226183147.1.dcm,2171,2171,852466,1894,19.22,0,54.085,6.368,1202,188.605,8.821,5.048,4.219044944,4.684583663,Old,Wild Type
I20200226183147.3.dcm,2794,2794,2465134,2532,10.7,14.77,59.613,9.403,1956.4,384.416,42.228,4.853,34.61982432,3.985815213,Old,Wild Type
I20200226183147.4.dcm,3356,3356,2507303,2702,9.78,4.95,67.239,3.596,2215.2,158.821,41.972,8.767,36.76392449,8.400318455,Old,Wild Type
I20200226183630.1.dcm,2151,2151,835716,1908,17.76,0,55.429,3.798,1269.2,145.877,8.006,5.142,3.044530611,4.662545313,Old,Wild Type
I20200226183630.2.dcm,2205,2205,1574473,2278,0,0.68,63.707,5.454,1956.4,257.124,32.048,6.551,25.12927874,6.017659751,Old,Wild Type
I20200226183630.3.dcm,2625,2625,1556019,2260,25.6,0,64.233,8.547,1796.1,248.477,30.611,8.212,22.49706161,7.491795714,Old,Wild Type
I20200226183630.4.dcm,1747,1747,1384983,2147,0,0,77.153,14.019,1858.4,165.653,25.037,6.298,14.42122949,6.873621281,Old,Wild Type
I20200226183806.4.dcm,2870,2870,1509169,2357,16.43,11.96,63.648,5.068,2292.5,229.748,34.09,6.066,24.86559957,6.101375363,Old,Wild Type
I20200226183806.5.dcm,2626,2626,1645851,2277,20.11,12.76,61.661,18.743,2033,515.344,35.871,9.791,26.30657255,11.76886358,Old,Wild Type
I20200226183844.3.dcm,2901,2901,1426566,2275,11.9,7.36,61.578,5.276,1807.2,144.814,30.776,5.442,21.74674574,5.906397705,Old,Wild Type
I20200226183844.4.dcm,2024,2024,1620523,2247,0,0,61.934,4.662,1916.7,157.356,36.021,5.324,26.14574885,5.978941547,Old,Wild Type
I20200226183844.5.dcm,2988,2988,1804533,2309,16.81,7.86,65.055,4.612,2587.4,241.684,31.96,6.755,17.41433167,8.92278652,Old,Wild Type
I20200226183844.6.dcm,2754,2754,1626533,2418,18.64,6.38,62.793,3.395,1955.2,187.43,32.012,7.107,23.78002234,6.207274847,Old,Wild Type
I20200226184018.1.dcm,2101,2101,833857,1900,20.75,0,54.377,4.102,1206.7,133.045,8.049,4.86,3.636477438,4.25960334,Old,Wild Type
I20200226184018.2.dcm,2098,2098,1500299,2183,21.05,0,71.805,8.993,1814.2,303.791,31.139,7.164,22.2012087,6.879126548,Old,Wild Type
I20200226184018.4.dcm,2220,2220,1668478,2274,0,17.22,65.854,5.772,1974.4,250.478,29.086,5.87,17.64740709,5.148290553,Old,Wild Type
I20200226184107.1.dcm,2099,2099,828092,1875,20.48,0,54.363,3.197,1184.7,147.709,7.768,5.162,2.962073035,4.507182771,Old,Wild Type
I20200226184107.2.dcm,1954,1954,1017688,1896,0,0,59.448,21.31,1470.444,457.843,27.347,9.002,19.67999405,9.170315844,Old,Wild Type
I20200226184107.3.dcm,1730,1730,1317624,2110,0,0,61.117,5.122,1891.8,242.946,32.502,6.728,24.10887395,7.703394435,Old,Wild Type
I20200226184107.4.dcm,2350,2350,1574623,2370,19.89,0,61.84,5.256,1770.7,236.042,31.404,9.231,24.24081093,10.53273192,Old,Wild Type
I20200303161902.1.dcm,2309,2309,926243,1895,17.22,0,49.488,2.828,980.1,114.473,4.772,6.855,1.686019378,6.850101234,Very Young,7
I20200303161902.2.dcm,2491,2491,1136924,2031,17.17,10.54,53.189,5.08,1162.3,178.857,14.828,7.803,10.08270266,7.201923741,Very Young,7
I20200303161902.4.dcm,2457,2457,1142105,1985,16.6,0,53.251,3.162,1096.6,160.131,10.555,7.968,5.168930385,7.857664115,Very Young,7
I20200303161902.5.dcm,2498,2498,1118108,2027,13.76,0,54.115,4.688,1245.5,200.155,17.283,7.166,12.91300278,6.187823773,Very Young,7
I20200303161959.1.dcm,2260,2260,899742,1885,18.7,0,52.021,4.051,1004.5,128.538,7.177,6.372,4.116002405,6.419614215,Very Young,7
I20200303162111.1.dcm,2260,2260,900404,1923,17.85,0,52.095,2.921,1007.7,116.301,7.36,6.436,4.776556877,6.764713668,Very Young,7
I20200303162111.2.dcm,1847,1847,1226764,2046,22.42,0,53.613,3.581,1200.8,147.35,16.154,7.964,12.41773784,7.042519569,Very Young,7
I20200303162111.3.dcm,1835,1835,1082827,2082,0,0,54.99,3.897,1253.5,136.711,15.12,7.017,10.03805085,6.272468437,Very Young,7
I20200303162111.5.dcm,1480,1480,973499,1778,0,0,43.559,3.143,889,102.786,12.181,6.921,9.182273175,6.162905764,Very Young,7
I20200303170222.3.dcm,3085,3085,1613140,1671,0,4.44,63.782,12.387,1639.222,288.434,22.85,10.428,13.77690305,10.52177863,Young 2,8
I20200303170222.4.dcm,2600,2600,1412207,1880,12.7,0,56.254,7.276,1543.1,190.181,29.302,7.785,18.0861036,9.474602819,Young 2,8
I20200303170222.5.dcm,2706,2706,1206411,2164,16.62,9.57,50.437,4.959,1126.2,167.132,22.913,7.044,20.58012262,6.105119974,Young 2,8
I20200303170318.2.dcm,2848,2848,1550158,2188,16.98,6.99,50.237,3.675,1137.1,128.581,18.186,8.436,15.06749965,8.464219408,Young 2,8
I20200303170427.3.dcm,2232,2232,1168122,1759,26.88,0,61.228,12.444,1770.5,522.29,22.8,10.184,12.78233444,8.365088185,Young 2,8
I20200303170503.3.dcm,2789,2789,1884356,2203,14.24,10.01,67.976,15.444,1799.5,375.259,27.605,16.67,20.53813965,16.14593191,Young 2,8
I20200303170503.4.dcm,3071,3071,1899081,2331,12.48,10.75,59.985,14.621,2107.5,376.924,28.49,10.354,22.60079281,8.89973785,Young 2,8
I20200303170533.2.dcm,3181,3181,1670242,2002,9.06,6.14,61.139,9.958,1648,363.344,28.526,8.259,19.99562663,8.341616934,Young 2,8
I20200303170533.4.dcm,2422,2422,1340516,2066,19.9,0,53.146,11.606,1375.9,333.354,21.287,8.337,17.77593992,7.520458255,Young 2,8
I20200303171005.1.dcm,2349,2349,898546,1865,17.86,11.12,50.348,4.056,1044,121.355,4.493,6.328,1.932863294,5.809861221,Young 1,8
I20200303171005.2.dcm,2565,2565,1831205,1883,47.03,0,59.867,27.423,1375.2,487.622,28.67,7.993,21.62910161,8.007845106,Young 1,8
I20200303171005.3.dcm,2562,2562,1209767,1929,21.73,16.39,63.071,20.618,1649.125,611.01,22.047,10.029,12.82478105,8.203393343,Young 1,8
I20200303171005.4.dcm,2703,2703,1326091,2060,6.51,7.91,64.182,8.348,1613.9,292.688,25.462,8.917,18.2954644,8.14536911,Young 1,8
I20200303171101.1.dcm,2348,2348,901568,1904,16.28,0,52.434,5.512,1048.1,152.676,3.037,6.346,0.1063856991,5.704867017,Young 1,8
I20200303171101.2.dcm,2406,2406,1373302,1611,18.44,0,66.706,35.994,1870.286,1161.985,36.851,20.089,28.90116806,16.01923827,Young 1,8
I20200303171520.1.dcm,2328,2328,888154,1923,15.42,0,49.675,2.981,1007.4,163.34,4.722,6.388,2.353305514,5.646536769,Young 1,8
I20200303171520.2.dcm,1680,1680,798002,1812,20.98,21.99,51.765,2.914,946.7,141.379,2.208,6.456,-2.816578793,6.367589134,Young 1,8
I20200303171520.3.dcm,2637,2637,1716757,2392,21.5,0,60.128,6.291,1456.1,246.006,17.874,9.108,13.40308567,8.668931779,Young 1,8
I20200303171623.1.dcm,2333,2333,893713,1882,15.6,0,51.45,3.133,1049.6,133.353,2.927,6.552,0.2519747037,6.174083266,Young 2,8
I20200303172606.1.dcm,2149,2149,875134,1871,16.88,0,51.579,3.791,1066.9,155.955,1.987,6.143,-0.6700991859,5.812248075,Young 2,3
I20200303172606.2.dcm,1632,1632,1230633,1236,0,0,81.262,15.689,2482.5,363.834,38.21,5.745,-0.4904450334,5.527215204,Young 2,3
I20200303172606.3.dcm,1671,1671,1237508,1430,0,0,76.662,13.446,2226,395.039,37.379,10.061,16.61300439,6.943206484,Young 2,3
I20200303172749.1.dcm,2150,2150,891262,1883,19.26,0,51.233,4.676,1053.7,164.21,1.807,6.127,0.4347692758,5.466409271,Young 2,7
I20200303172749.2.dcm,2970,2970,1889414,2411,17.77,4.4,59.36,4.434,1587.5,186.239,21.943,8.009,26.46651919,4.543433186,Young 2,7
I20200303172846.1.dcm,2157,2157,892232,1841,16.87,0,51.701,3.701,1067.5,137.036,3.149,6.112,-0.1558210256,5.684368428,Young 2,7
I20200303172846.2.dcm,2927,2927,1877483,2170,10.11,3.53,63.019,3.237,1660.4,148.297,32.994,4.701,18.60437036,6.530831968,Young 2,7
I20200303172936.1.dcm,2121,2121,862035,1961,16.38,0,51.747,3.328,1023.3,137.888,2.602,6.165,15.38331467,5.812587751,Young 2,7
I20200303172936.15.dcm,2818,2818,1615093,2394,7.82,5.23,60.236,3.94,1525,199.324,25.141,6.6,1.245066356,5.474434489,Young 2,7
I20200303172936.5.dcm,2673,2673,1382828,2624,14.7,11.22,57.486,6.308,1531.5,342.064,23.614,6.709,21.21962901,9.40011194,Young 2,7
I20200303173157.1.dcm,2339,2339,877226,1914,18.57,0,53.531,2.181,1111.3,108.222,6.136,5.453,-0.4896852522,5.680317871,Old,8
I20200303173157.2.dcm,3208,3208,1862117,1674,18.51,0,39.764,3.954,931.5,125.929,29.041,9.659,19.01977207,10.04204843,Old,8
I20200303173452.1.dcm,2345,2345,877707,1960,16.35,0,53.58,2.166,1134.8,88.176,4.436,5.491,0.7084907059,5.521842696,Old,8
I20200303173452.4.dcm,2710,2710,2535294,2091,25.72,13.49,48.156,2.829,1258.6,108.143,29.408,9.391,21.3638727,6.889655534,Old,8
I20200303173524.1.dcm,2310,2310,868136,1956,16.63,0,54.026,2.823,1137.1,109.927,5.789,5.983,-2.366980499,5.640847526,Old,8
I20200303173524.3.dcm,3026,3026,1993655,1621,27.75,0,45.816,2.795,1039.4,92,30.533,7.021,19.47655944,5.658414526,Old,8
I20200303174516.1.dcm,2266,2266,847982,1930,17.82,0,55.532,2.722,1184.9,97.831,3.99,5.754,-1.697724574,5.603003144,Young 2,8
I20200303174516.2.dcm,1807,1807,1174432,1578,0,0,40.426,3.999,880,199.314,28.772,5.943,7.326897302,5.751637552,Young 2,8
I20200303174544.1.dcm,2246,2246,838763,2021,16.84,0,54.715,2.19,1183.6,92.358,4.263,5.824,20.34505404,6.944485206,Young 2,8
I20200312121734.1.dcm,2087,2087,942821,2004,14.6,6.92,52.237,3.457,1148.9,118.072,10.942,5.452,23.87375279,6.900985123,Old,Wild Type
I20200312121734.2.dcm,2644,2644,1406434,2118,28.61,0,53.707,4.818,1334.6,169.098,24.923,7.542,12.35268008,5.041021743,Old,Wild Type
I20200312121734.3.dcm,2597,2597,1699232,2257,26.4,0,63.935,9.193,1741.3,317.184,29.559,7.675,14.12443727,6.064321254,Old,Wild Type
I20200312121734.4.dcm,1722,1722,777458,1843,0,0.43,46.122,4.038,981.2,148.923,15.422,6.075,3.059713318,4.646589594,Old,Wild Type
I20200312121734.5.dcm,2201,2201,1045323,2010,0,0,50.344,3.032,1111.9,101.656,19.844,6.216,12.81733767,4.992603709,Old,Wild Type
I20200312121734.6.dcm,2462,2462,926511,2096,17.03,0,54.555,3.229,1352.6,127.859,10.589,3.83,7.622118884,5.062038467,Old,Wild Type
I20200312121734.7.dcm,2247,2247,706120,1837,17.18,0,46.33,3.273,1088.5,147.051,16.473,5.653,31.65323477,3.411671121,Old,Wild Type
I20200312122054.1.dcm,2101,2101,949621,1989,12.8,5.6,51.531,3.34,1190.6,144.962,11.252,5.281,31.582211,8.132734273,Old,Wild Type
I20200312122054.2.dcm,2849,2849,2058502,2477,18.61,0,68.015,6.286,1999,322.199,37.156,5.655,6.481034916,5.512817735,Old,Wild Type
I20200312122054.3.dcm,3327,3327,2109245,2618,44.61,29.43,75.813,20.329,2234,290.777,38.28,8.809,25.42502348,2.482640861,Old,Wild Type
I20200312122140.1.dcm,2105,2105,948922,1957,14.43,6.44,53.744,2.704,1167.8,90.648,10.986,5.365,24.43011088,5.903721203,Old,Wild Type
I20200312122140.2.dcm,2459,2459,1538836,2260,0,14.48,60.004,4.762,1793.9,219.011,31.913,3.634,18.60073567,5.24848879,Old,Wild Type
I20200312122140.3.dcm,2967,2967,1695933,2410,25.64,0,66.959,5.018,2030.3,226.044,31.105,7.184,24.89759619,5.506249469,Old,Wild Type
I20200312122140.4.dcm,2742,2742,1318160,2130,22.48,18.25,52.5,3.866,1299.8,156.541,23.675,5.816,31.83796405,7.837237636,Old,Wild Type
